seccion,anio,mes,departamento,tipo_medicion,valor
CAT11,2023,1,CANINDEYU,PROD.DEP,4504.04351751388
CAT11,2023,1,CANINDEYU,TOTAL DEP,65347.5267330014
CAT11,2023,1,CANINDEYU,ACCID.FEP,2.0
CAT11,2023,1,CANINDEYU,PROG.FEP,0.415780076229364
CAT11,2023,1,CANINDEYU,PROD.FEP,4312.41975098446
CAT11,2023,1,CANINDEYU,TOTAL FEP,66945.3390202741
CAT11,2023,1,CANINDEYU,ACCID.PENF,1.0
CAT11,2023,1,CANINDEYU,PROG.PENF,0.829358744565444
CAT11,2023,1,CANINDEYU,PROD.PENF,4923.96979596623
CAT2,2023,1,CANINDEYU,ACCID.DEP,9.0
CAT2,2023,1,CANINDEYU,PROG.DEP,0.519018277775472
CAT11,2023,1,CANINDEYU,TOTAL PENEF,58926.6297420475
CAT2,2023,1,CANINDEYU,PROD.DEP,2324.60657073094
CAT2,2023,1,CANINDEYU,TOTAL DEP,56985.1338856251
CAT2,2023,1,CANINDEYU,ACCID.FEP,2.0
APR4,2023,1,ALTO PARANÁ,TOTAL PENEF,61997.9952934361
CAT2,2023,1,CANINDEYU,PROD.FEP,4075.40531952453
CAT2,2023,1,CANINDEYU,TOTAL FEP,69273.9669601984
CAT2,2023,1,CANINDEYU,ACCID.PENF,3.0
CAT2,2023,1,CANINDEYU,PROG.PENF,0.979219453174959
CAT2,2023,1,CANINDEYU,TOTAL PENEF,69147.623183693
CAT2,2023,1,CANINDEYU,PROD.PENF,3716.49629409663
CAT2,2023,1,CANINDEYU,PROG.FEP,0.966179134141626
APR4,2023,1,ALTO PARANÁ,ACCID.PENF,4.0
APR5,2023,1,ALTO PARANÁ,ACCID.DEP,8.0
CAT3,2023,1,CANINDEYU,ACCID.DEP,5.0
CAT3,2023,1,CANINDEYU,ACCID.FEP,1.0
CAT3,2023,1,CANINDEYU,PROG.FEP,0.523142919672883
CAT3,2023,1,CANINDEYU,PROD.FEP,1713.06011168386
CAT3,2023,1,CANINDEYU,TOTAL FEP,57862.6088924122
CAT3,2023,1,CANINDEYU,ACCID.PENF,0.0
CAT3,2023,1,CANINDEYU,PROG.PENF,0.23672263680707
CAT3,2023,1,CANINDEYU,PROD.PENF,3671.17814890441
CAT3,2023,1,CANINDEYU,TOTAL PENEF,60945.279598763
CAT4,2023,1,CANINDEYU,ACCID.DEP,7.0
CAT4,2023,1,CANINDEYU,PROG.DEP,0.232314345124987
CAT4,2023,1,CANINDEYU,PROD.DEP,3741.80040961227
CAT4,2023,1,CANINDEYU,TOTAL DEP,66852.9662250136
CAT4,2023,1,CANINDEYU,ACCID.FEP,2.0
CAT4,2023,1,CANINDEYU,PROG.FEP,0.962159012286907
CAT4,2023,1,CANINDEYU,PROD.FEP,4117.72417735178
CAT4,2023,1,CANINDEYU,TOTAL FEP,66945.361889188
CAT4,2023,1,CANINDEYU,ACCID.PENF,5.0
CAT4,2023,1,CANINDEYU,PROG.PENF,0.125195414732871
CAT4,2023,1,CANINDEYU,PROD.PENF,3541.21837579121
CAT4,2023,1,CANINDEYU,TOTAL PENEF,69830.5303377962
CAT5,2023,1,CANINDEYU,ACCID.DEP,3.0
CAT5,2023,1,CANINDEYU,PROG.DEP,0.206877847274631
CAT5,2023,1,CANINDEYU,PROD.DEP,4338.46453846765
CAT5,2023,1,CANINDEYU,TOTAL DEP,50595.2234223497
CAT5,2023,1,CANINDEYU,ACCID.FEP,5.0
CAT5,2023,1,CANINDEYU,PROG.FEP,0.508840535379098
CAT5,2023,1,CANINDEYU,PROD.FEP,3782.25102735689
CAT5,2023,1,CANINDEYU,TOTAL FEP,63476.6326365532
CAT5,2023,1,CANINDEYU,ACCID.PENF,7.0
CAT5,2023,1,CANINDEYU,PROG.PENF,0.993091122966479
CAT5,2023,1,CANINDEYU,PROD.PENF,3109.70435059423
CAT5,2023,1,CANINDEYU,TOTAL PENEF,53259.8383790318
CAT6,2023,1,CANINDEYU,ACCID.DEP,1.0
CAT6,2023,1,CANINDEYU,PROG.DEP,0.170785436799432
CAT6,2023,1,CANINDEYU,PROD.DEP,3899.20689000858
CAT6,2023,1,CANINDEYU,TOTAL DEP,58564.0853661048
CAT6,2023,1,CANINDEYU,ACCID.FEP,2.0
CAT6,2023,1,CANINDEYU,PROG.FEP,0.76329139717668
CAT6,2023,1,CANINDEYU,PROD.FEP,3170.53320634307
CAT6,2023,1,CANINDEYU,TOTAL FEP,52488.9139235467
CAT6,2023,1,CANINDEYU,ACCID.PENF,3.0
CAT6,2023,1,CANINDEYU,PROG.PENF,0.715337576076485
CAT6,2023,1,CANINDEYU,PROD.PENF,1262.88552643979
CAT6,2023,1,CANINDEYU,TOTAL PENEF,59649.1140531348
CAT7,2023,1,CANINDEYU,ACCID.DEP,9.0
CAT7,2023,1,CANINDEYU,PROG.DEP,0.837965422503709
CAT7,2023,1,CANINDEYU,PROD.DEP,1688.82802439365
CAT7,2023,1,CANINDEYU,TOTAL DEP,69131.8345919556
CAT7,2023,1,CANINDEYU,ACCID.FEP,6.0
CAT7,2023,1,CANINDEYU,PROG.FEP,0.793225349295034
CAT7,2023,1,CANINDEYU,PROD.FEP,1987.63578109218
CAT7,2023,1,CANINDEYU,TOTAL FEP,69446.5613638861
CAT7,2023,1,CANINDEYU,ACCID.PENF,2.0
CAT7,2023,1,CANINDEYU,PROG.PENF,0.882998617604744
CAT7,2023,1,CANINDEYU,PROD.PENF,2384.68823448288
CAT7,2023,1,CANINDEYU,TOTAL PENEF,62425.3275355137
CAT8,2023,1,CANINDEYU,ACCID.DEP,1.0
CAT8,2023,1,CANINDEYU,PROG.DEP,0.699694200468343
CAT8,2023,1,CANINDEYU,PROD.DEP,4814.83243423176
CAT8,2023,1,CANINDEYU,TOTAL DEP,63936.8174675597
CAT8,2023,1,CANINDEYU,ACCID.FEP,9.0
CAT3,2023,1,CANINDEYU,PROD.DEP,3903.97352760765
CAT8,2023,1,CANINDEYU,PROD.FEP,1609.97697965085
CAT8,2023,1,CANINDEYU,TOTAL FEP,57220.5275552951
CAT8,2023,1,CANINDEYU,ACCID.PENF,6.0
CAT8,2023,1,CANINDEYU,PROG.PENF,0.360828148090623
CAT8,2023,1,CANINDEYU,PROD.PENF,3890.65143121773
CAT8,2023,1,CANINDEYU,TOTAL PENEF,62304.59792828
CAT9,2023,1,CANINDEYU,ACCID.DEP,9.0
CAT9,2023,1,CANINDEYU,PROG.DEP,0.56695809340882
CAT9,2023,1,CANINDEYU,PROD.DEP,2553.42775009864
CAT9,2023,1,CANINDEYU,TOTAL DEP,53685.3689754846
CAT9,2023,1,CANINDEYU,ACCID.FEP,8.0
CAT9,2023,1,CANINDEYU,PROG.FEP,0.226145570301117
CAT9,2023,1,CANINDEYU,PROD.FEP,2007.70974472526
CAT3,2023,1,CANINDEYU,PROG.DEP,0.754677529954506
CAT9,2023,1,CANINDEYU,ACCID.PENF,8.0
CAT9,2023,1,CANINDEYU,PROG.PENF,0.18658785198709
CAT9,2023,1,CANINDEYU,TOTAL PENEF,52730.0903042395
CAT9,2023,1,CANINDEYU,PROD.PENF,4974.42568102428
CUR1,2023,1,CANINDEYU,ACCID.DEP,9.0
CUR1,2023,1,CANINDEYU,PROG.DEP,0.818716336536481
CUR1,2023,1,CANINDEYU,PROD.DEP,2484.93882131934
CUR1,2023,1,CANINDEYU,TOTAL DEP,58416.934870884
CUR1,2023,1,CANINDEYU,ACCID.FEP,4.0
CUR1,2023,1,CANINDEYU,PROG.FEP,0.317618470372582
CUR1,2023,1,CANINDEYU,PROD.FEP,4260.03102091079
CUR1,2023,1,CANINDEYU,TOTAL FEP,64467.9411169951
CUR1,2023,1,CANINDEYU,ACCID.PENF,8.0
CUR1,2023,1,CANINDEYU,PROG.PENF,0.882284446069899
CUR1,2023,1,CANINDEYU,PROD.PENF,3101.16898427748
CUR1,2023,1,CANINDEYU,TOTAL PENEF,62947.347138699
CUR2,2023,1,CANINDEYU,ACCID.DEP,9.0
CUR2,2023,1,CANINDEYU,PROG.DEP,0.959513521211581
CUR2,2023,1,CANINDEYU,PROD.DEP,4092.50440244258
CUR2,2023,1,CANINDEYU,TOTAL DEP,53444.8387989093
